DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
19K202,P.S. 202 Ernest S. Jenkyns,2020-21,281,11,27,18,44,43,34,51,53,0,0,0,0,0,0,0,139,49.5%,142,50.5%,11,3.9%,162,57.7%,101,35.9%,1,0.4%,2,0.7%,4,1.4%,0,0.0%,66,23.5%,24,8.5%,Above 95%,Above 95%,93.9%
19K202,P.S. 202 Ernest S. Jenkyns,2021-22,256,13,29,39,26,37,31,32,49,0,0,0,0,0,0,0,120,46.9%,136,53.1%,8,3.1%,154,60.2%,88,34.4%,2,0.8%,2,0.8%,2,0.8%,0,0.0%,57,22.3%,25,9.8%,230,89.8%,89.5%
19K213,P.S. 213 New Lots,2017-18,285,0,27,38,49,29,40,48,54,0,0,0,0,0,0,0,158,55.4%,127,44.6%,5,1.8%,198,69.5%,59,20.7%,2,0.7%,4,1.4%,17,6.0%,0,0.0%,52,18.2%,27,9.5%,270,94.7%,94.5%
19K213,P.S. 213 New Lots,2018-19,263,0,34,41,41,35,30,41,41,0,0,0,0,0,0,0,133,50.6%,130,49.4%,12,4.6%,176,66.9%,54,20.5%,2,0.8%,5,1.9%,14,5.3%,0,0.0%,48,18.3%,22,8.4%,244,92.8%,91.2%
19K213,P.S. 213 New Lots,2019-20,259,30,26,31,31,44,33,24,40,0,0,0,0,0,0,0,128,49.4%,131,50.6%,10,3.9%,185,71.4%,43,16.6%,0,0.0%,5,1.9%,15,5.8%,1,0.4%,49,18.9%,22,8.5%,235,90.7%,91.9%
19K213,P.S. 213 New Lots,2020-21,231,16,32,30,28,35,38,28,24,0,0,0,0,0,0,0,115,49.8%,116,50.2%,14,6.1%,164,71.0%,39,16.9%,0,0.0%,5,2.2%,8,3.5%,1,0.4%,47,20.3%,21,9.1%,212,91.8%,90.4%
19K213,P.S. 213 New Lots,2021-22,236,19,21,43,30,29,30,34,30,0,0,0,0,0,0,0,116,49.2%,120,50.8%,18,7.6%,164,69.5%,39,16.5%,1,0.4%,5,2.1%,8,3.4%,1,0.4%,41,17.4%,22,9.3%,212,89.8%,88.9%
19K214,P.S. 214 Michael Friedsam,2017-18,914,0,102,142,137,131,120,131,151,0,0,0,0,0,0,0,436,47.7%,478,52.3%,459,50.2%,106,11.6%,309,33.8%,0,0.0%,11,1.2%,29,3.2%,0,0.0%,151,16.5%,128,14.0%,757,82.8%,88.4%
19K214,P.S. 214 Michael Friedsam,2018-19,875,0,102,129,143,129,127,116,129,0,0,0,0,0,0,0,423,48.3%,452,51.7%,450,51.4%,92,10.5%,285,32.6%,0,0.0%,13,1.5%,35,4.0%,0,0.0%,142,16.2%,120,13.7%,718,82.1%,87.9%
19K214,P.S. 214 Michael Friedsam,2019-20,865,15,83,128,130,131,129,130,119,0,0,0,0,0,0,0,422,48.8%,443,51.2%,462,53.4%,89,10.3%,265,30.6%,0,0.0%,15,1.7%,34,3.9%,0,0.0%,132,15.3%,122,14.1%,718,83.0%,88.0%
19K214,P.S. 214 Michael Friedsam,2020-21,828,15,83,120,126,121,123,117,123,0,0,0,0,0,0,0,411,49.6%,417,50.4%,482,58.2%,78,9.4%,225,27.2%,0,0.0%,14,1.7%,29,3.5%,0,0.0%,135,16.3%,129,15.6%,727,87.8%,88.8%
19K214,P.S. 214 Michael Friedsam,2021-22,766,15,75,119,117,109,110,116,105,0,0,0,0,0,0,0,383,50.0%,383,50.0%,456,59.5%,81,10.6%,193,25.2%,1,0.1%,17,2.2%,18,2.3%,0,0.0%,107,14.0%,147,19.2%,622,81.2%,84.6%
19K218,J.H.S. 218 James P. Sinnott,2017-18,409,0,0,0,0,0,0,0,0,125,146,138,0,0,0,0,200,48.9%,209,51.1%,70,17.1%,146,35.7%,174,42.5%,3,0.7%,7,1.7%,9,2.2%,0,0.0%,102,24.9%,104,25.4%,386,94.4%,93.2%
19K218,J.H.S. 218 James P. Sinnott,2018-19,428,0,0,0,0,0,0,0,0,126,141,161,0,0,0,0,206,48.1%,222,51.9%,76,17.8%,181,42.3%,156,36.4%,2,0.5%,6,1.4%,7,1.6%,0,0.0%,119,27.8%,104,24.3%,Above 95%,Above 95%,93.6%
19K218,J.H.S. 218 James P. Sinnott,2019-20,378,0,0,0,0,0,0,0,0,99,140,139,0,0,0,0,176,46.6%,202,53.4%,55,14.6%,163,43.1%,144,38.1%,2,0.5%,6,1.6%,8,2.1%,0,0.0%,106,28.0%,96,25.4%,355,93.9%,94.1%
19K218,J.H.S. 218 James P. Sinnott,2020-21,333,0,0,0,0,0,0,0,0,98,94,141,0,0,0,0,155,46.5%,178,53.5%,45,13.5%,148,44.4%,123,36.9%,2,0.6%,7,2.1%,8,2.4%,0,0.0%,101,30.3%,74,22.2%,298,89.5%,91.8%
19K218,J.H.S. 218 James P. Sinnott,2021-22,306,0,0,0,0,0,0,0,0,98,102,106,0,0,0,0,147,48.0%,159,52.0%,34,11.1%,136,44.4%,116,37.9%,4,1.3%,9,2.9%,7,2.3%,0,0.0%,83,27.1%,58,19.0%,269,87.9%,87.9%
19K224,P.S. 224 Hale A. Woodruff,2017-18,412,0,40,47,51,65,66,72,71,0,0,0,0,0,0,0,213,51.7%,199,48.3%,8,1.9%,264,64.1%,130,31.6%,3,0.7%,4,1.0%,3,0.7%,0,0.0%,95,23.1%,30,7.3%,Above 95%,Above 95%,92.8%
19K224,P.S. 224 Hale A. Woodruff,2018-19,395,0,46,51,48,48,64,71,67,0,0,0,0,0,0,0,201,50.9%,194,49.1%,4,1.0%,247,62.5%,132,33.4%,1,0.3%,5,1.3%,6,1.5%,0,0.0%,95,24.1%,31,7.8%,Above 95%,Above 95%,92.5%
19K224,P.S. 224 Hale A. Woodruff,2019-20,332,0,32,45,44,49,41,57,64,0,0,0,0,0,0,0,167,50.3%,165,49.7%,9,2.7%,198,59.6%,115,34.6%,1,0.3%,6,1.8%,3,0.9%,0,0.0%,87,26.2%,30,9.0%,312,94.0%,94.1%
19K224,P.S. 224 Hale A. Woodruff,2020-21,283,9,17,34,42,43,47,38,53,0,0,0,0,0,0,0,141,49.8%,142,50.2%,12,4.2%,154,54.4%,106,37.5%,1,0.4%,7,2.5%,2,0.7%,1,0.4%,59,20.8%,20,7.1%,267,94.3%,94.4%
19K224,P.S. 224 Hale A. Woodruff,2021-22,269,11,26,37,36,39,39,44,37,0,0,0,0,0,0,0,136,50.6%,133,49.4%,6,2.2%,169,62.8%,85,31.6%,1,0.4%,4,1.5%,3,1.1%,1,0.4%,57,21.2%,13,4.8%,Above 95%,Above 95%,93.4%
19K273,P.S. 273 Wortman,2017-18,371,0,36,58,46,54,57,50,70,0,0,0,0,0,0,0,200,53.9%,171,46.1%,6,1.6%,285,76.8%,73,19.7%,1,0.3%,2,0.5%,4,1.1%,0,0.0%,101,27.2%,10,2.7%,321,86.5%,89.0%
19K273,P.S. 273 Wortman,2018-19,340,0,29,55,56,48,50,50,52,0,0,0,0,0,0,0,186,54.7%,154,45.3%,5,1.5%,246,72.4%,82,24.1%,1,0.3%,3,0.9%,3,0.9%,0,0.0%,87,25.6%,8,2.4%,291,85.6%,89.0%
19K273,P.S. 273 Wortman,2019-20,329,27,26,36,52,53,40,48,47,0,0,0,0,0,0,0,174,52.9%,155,47.1%,4,1.2%,237,72.0%,80,24.3%,0,0.0%,4,1.2%,4,1.2%,0,0.0%,81,24.6%,10,3.0%,279,84.8%,89.1%
19K273,P.S. 273 Wortman,2020-21,301,8,32,41,29,50,52,43,46,0,0,0,0,0,0,0,157,52.2%,144,47.8%,5,1.7%,211,70.1%,80,26.6%,0,0.0%,3,1.0%,2,0.7%,0,0.0%,81,26.9%,4,1.3%,272,90.4%,92.0%
19K273,P.S. 273 Wortman,2021-22,310,22,24,46,48,28,46,55,41,0,0,0,0,0,0,0,157,50.6%,153,49.4%,5,1.6%,212,68.4%,90,29.0%,0,0.0%,1,0.3%,2,0.6%,0,0.0%,72,23.2%,11,3.5%,254,81.9%,85.6%
19K290,P.S. 290 Juan Morel Campos,2017-18,525,0,18,98,83,77,87,86,76,0,0,0,0,0,0,0,257,49.0%,268,51.0%,13,2.5%,109,20.8%,391,74.5%,0,0.0%,6,1.1%,6,1.1%,0,0.0%,122,23.2%,116,22.1%,Above 95%,Above 95%,88.9%
19K290,P.S. 290 Juan Morel Campos,2018-19,461,0,32,54,87,66,64,75,83,0,0,0,0,0,0,0,215,46.6%,246,53.4%,11,2.4%,98,21.3%,343,74.4%,1,0.2%,6,1.3%,2,0.4%,0,0.0%,111,24.1%,97,21.0%,Above 95%,Above 95%,87.3%
19K290,P.S. 290 Juan Morel Campos,2019-20,436,0,30,78,57,75,58,64,74,0,0,0,0,0,0,0,205,47.0%,231,53.0%,14,3.2%,79,18.1%,330,75.7%,1,0.2%,7,1.6%,5,1.1%,0,0.0%,96,22.0%,103,23.6%,411,94.3%,88.5%
19K290,P.S. 290 Juan Morel Campos,2020-21,385,0,18,56,81,53,59,58,60,0,0,0,0,0,0,0,178,46.2%,207,53.8%,10,2.6%,68,17.7%,296,76.9%,0,0.0%,8,2.1%,3,0.8%,0,0.0%,86,22.3%,91,23.6%,Above 95%,Above 95%,88.9%
19K290,P.S. 290 Juan Morel Campos,2021-22,364,0,27,58,59,57,50,59,54,0,0,0,0,0,0,0,154,42.3%,210,57.7%,10,2.7%,63,17.3%,276,75.8%,3,0.8%,8,2.2%,3,0.8%,1,0.3%,73,20.1%,106,29.1%,339,93.1%,87.3%
19K292,J.H.S. 292 Margaret S. Douglas,2017-18,567,0,0,0,0,0,0,0,0,161,200,206,0,0,0,0,270,47.6%,297,52.4%,95,16.8%,275,48.5%,170,30.0%,1,0.2%,9,1.6%,17,3.0%,0,0.0%,142,25.0%,83,14.6%,534,94.2%,93.6%
19K292,J.H.S. 292 Margaret S. Douglas,2018-19,563,0,0,0,0,0,0,0,0,171,187,205,0,0,0,0,265,47.1%,298,52.9%,82,14.6%,273,48.5%,181,32.1%,2,0.4%,8,1.4%,17,3.0%,0,0.0%,144,25.6%,90,16.0%,Above 95%,Above 95%,92.7%
19K292,J.H.S. 292 Margaret S. Douglas,2019-20,526,0,0,0,0,0,0,0,0,166,179,181,0,0,0,0,262,49.8%,264,50.2%,97,18.4%,245,46.6%,168,31.9%,2,0.4%,7,1.3%,7,1.3%,0,0.0%,131,24.9%,62,11.8%,Above 95%,Above 95%,93.4%
19K292,J.H.S. 292 Margaret S. Douglas,2020-21,483,0,0,0,0,0,0,0,0,148,170,165,0,0,0,0,238,49.3%,245,50.7%,90,18.6%,226,46.8%,156,32.3%,2,0.4%,4,0.8%,5,1.0%,0,0.0%,133,27.5%,57,11.8%,452,93.6%,93.9%
19K292,J.H.S. 292 Margaret S. Douglas,2021-22,407,0,0,0,0,0,0,0,0,118,130,159,0,0,0,0,209,51.4%,198,48.6%,73,17.9%,196,48.2%,125,30.7%,0,0.0%,7,1.7%,6,1.5%,0,0.0%,109,26.8%,50,12.3%,378,92.9%,90.9%
19K306,P.S. 306 Ethan Allen,2017-18,329,0,31,46,43,37,53,56,63,0,0,0,0,0,0,0,171,52.0%,158,48.0%,3,0.9%,232,70.5%,85,25.8%,3,0.9%,3,0.9%,3,0.9%,0,0.0%,119,36.2%,6,1.8%,Above 95%,Above 95%,Above 95%
19K306,P.S. 306 Ethan Allen,2018-19,303,0,34,42,46,45,36,49,51,0,0,0,0,0,0,0,162,53.5%,141,46.5%,1,0.3%,228,75.2%,70,23.1%,0,0.0%,1,0.3%,3,1.0%,0,0.0%,99,32.7%,3,1.0%,283,93.4%,Above 95%
19K306,P.S. 306 Ethan Allen,2019-20,310,29,34,49,35,40,38,41,44,0,0,0,0,0,0,0,169,54.5%,141,45.5%,2,0.6%,234,75.5%,70,22.6%,0,0.0%,2,0.6%,2,0.6%,0,0.0%,78,25.2%,4,1.3%,290,93.5%,Above 95%
19K306,P.S. 306 Ethan Allen,2020-21,279,15,26,42,44,35,41,38,38,0,0,0,0,0,0,0,153,54.8%,126,45.2%,2,0.7%,211,75.6%,63,22.6%,0,0.0%,2,0.7%,1,0.4%,0,0.0%,68,24.4%,2,0.7%,260,93.2%,Above 95%
19K306,P.S. 306 Ethan Allen,2021-22,262,16,29,41,38,34,34,36,34,0,0,0,0,0,0,0,142,54.2%,120,45.8%,2,0.8%,192,73.3%,66,25.2%,0,0.0%,1,0.4%,0,0.0%,1,0.4%,50,19.1%,3,1.1%,243,92.7%,92.5%
19K325,The Fresh Creek School,2017-18,211,0,15,30,32,37,34,27,36,0,0,0,0,0,0,0,113,53.6%,98,46.4%,1,0.5%,147,69.7%,55,26.1%,1,0.5%,3,1.4%,4,1.9%,0,0.0%,51,24.2%,7,3.3%,199,94.3%,91.5%
19K325,The Fresh Creek School,2018-19,200,0,15,27,32,30,39,34,23,0,0,0,0,0,0,0,109,54.5%,91,45.5%,1,0.5%,131,65.5%,59,29.5%,1,0.5%,5,2.5%,3,1.5%,0,0.0%,43,21.5%,7,3.5%,189,94.5%,91.8%
19K325,The Fresh Creek School,2019-20,190,15,15,20,22,28,30,31,29,0,0,0,0,0,0,0,102,53.7%,88,46.3%,0,0.0%,126,66.3%,56,29.5%,0,0.0%,5,2.6%,3,1.6%,0,0.0%,43,22.6%,6,3.2%,173,91.1%,91.9%
19K325,The Fresh Creek School,2020-21,144,5,13,18,16,17,21,23,31,0,0,0,0,0,0,0,80,55.6%,64,44.4%,0,0.0%,95,66.0%,44,30.6%,1,0.7%,2,1.4%,2,1.4%,0,0.0%,30,20.8%,2,1.4%,134,93.1%,91.6%
19K325,The Fresh Creek School,2021-22,155,10,18,23,25,15,15,22,27,0,0,0,0,0,0,0,85,54.8%,70,45.2%,1,0.6%,103,66.5%,47,30.3%,0,0.0%,3,1.9%,1,0.6%,0,0.0%,29,18.7%,4,2.6%,145,93.5%,91.8%
19K328,P.S. 328 Phyllis Wheatley,2017-18,289,0,31,49,45,34,38,51,41,0,0,0,0,0,0,0,140,48.4%,149,51.6%,9,3.1%,154,53.3%,113,39.1%,0,0.0%,2,0.7%,11,3.8%,0,0.0%,77,26.6%,43,14.9%,Above 95%,Above 95%,Above 95%
19K328,P.S. 328 Phyllis Wheatley,2018-19,290,0,33,39,53,52,29,35,49,0,0,0,0,0,0,0,143,49.3%,147,50.7%,8,2.8%,169,58.3%,96,33.1%,0,0.0%,4,1.4%,13,4.5%,0,0.0%,81,27.9%,37,12.8%,Above 95%,Above 95%,Above 95%
19K328,P.S. 328 Phyllis Wheatley,2019-20,309,29,31,46,45,49,43,32,34,0,0,0,0,0,0,0,148,47.9%,161,52.1%,6,1.9%,178,57.6%,114,36.9%,0,0.0%,2,0.6%,9,2.9%,0,0.0%,72,23.3%,33,10.7%,Above 95%,Above 95%,Above 95%
19K328,P.S. 328 Phyllis Wheatley,2020-21,286,12,33,30,42,43,45,47,34,0,0,0,0,0,0,0,139,48.6%,147,51.4%,5,1.7%,168,58.7%,101,35.3%,0,0.0%,3,1.0%,9,3.1%,0,0.0%,64,22.4%,26,9.1%,Above 95%,Above 95%,Above 95%
19K328,P.S. 328 Phyllis Wheatley,2021-22,272,19,32,37,26,38,33,42,45,0,0,0,0,0,0,0,143,52.6%,129,47.4%,4,1.5%,138,50.7%,114,41.9%,1,0.4%,2,0.7%,13,4.8%,0,0.0%,58,21.3%,28,10.3%,Above 95%,Above 95%,94.0%
19K345,P.S. 345 Patrolman Robert Bolden,2017-18,535,0,33,68,80,86,89,92,87,0,0,0,0,0,0,0,257,48.0%,278,52.0%,43,8.0%,178,33.3%,288,53.8%,5,0.9%,10,1.9%,9,1.7%,2,0.4%,88,16.4%,85,15.9%,460,86.0%,90.0%
19K345,P.S. 345 Patrolman Robert Bolden,2018-19,547,0,27,93,71,77,95,86,98,0,0,0,0,0,0,0,266,48.6%,281,51.4%,42,7.7%,166,30.3%,319,58.3%,3,0.5%,8,1.5%,9,1.6%,0,0.0%,92,16.8%,95,17.4%,465,85.0%,89.8%
19K345,P.S. 345 Patrolman Robert Bolden,2019-20,577,27,37,93,89,70,83,94,84,0,0,0,0,0,0,0,288,49.9%,289,50.1%,39,6.8%,175,30.3%,343,59.4%,2,0.3%,7,1.2%,10,1.7%,1,0.2%,93,16.1%,88,15.3%,501,86.8%,90.2%
19K345,P.S. 345 Patrolman Robert Bolden,2020-21,488,9,27,55,87,83,61,85,81,0,0,0,0,0,0,0,252,51.6%,236,48.4%,43,8.8%,133,27.3%,293,60.0%,2,0.4%,7,1.4%,9,1.8%,1,0.2%,74,15.2%,81,16.6%,421,86.3%,88.6%
19K345,P.S. 345 Patrolman Robert Bolden,2021-22,513,25,35,80,64,87,78,60,84,0,0,0,0,0,0,0,266,51.9%,247,48.1%,46,9.0%,162,31.6%,282,55.0%,4,0.8%,4,0.8%,14,2.7%,1,0.2%,68,13.3%,76,14.8%,430,83.8%,87.5%
19K346,P.S. 346 Abe Stark,2017-18,581,0,41,84,95,88,86,101,86,0,0,0,0,0,0,0,291,50.1%,290,49.9%,32,5.5%,371,63.9%,131,22.5%,3,0.5%,17,2.9%,27,4.6%,0,0.0%,132,22.7%,9,1.5%,496,85.4%,74.8%
19K346,P.S. 346 Abe Stark,2018-19,566,0,29,72,81,95,90,93,106,0,0,0,0,0,0,0,283,50.0%,283,50.0%,26,4.6%,356,62.9%,143,25.3%,3,0.5%,20,3.5%,18,3.2%,0,0.0%,126,22.3%,8,1.4%,504,89.0%,73.8%
19K346,P.S. 346 Abe Stark,2019-20,558,14,36,65,72,87,91,103,90,0,0,0,0,0,0,0,272,48.7%,286,51.3%,22,3.9%,359,64.3%,135,24.2%,4,0.7%,18,3.2%,20,3.6%,0,0.0%,141,25.3%,5,0.9%,478,85.7%,77.0%
19K346,P.S. 346 Abe Stark,2020-21,486,9,27,65,60,66,80,83,96,0,0,0,0,0,0,0,233,47.9%,253,52.1%,15,3.1%,312,64.2%,120,24.7%,10,2.1%,15,3.1%,14,2.9%,0,0.0%,128,26.3%,7,1.4%,401,82.5%,75.1%
19K346,P.S. 346 Abe Stark,2021-22,438,11,27,55,67,56,68,73,81,0,0,0,0,0,0,0,207,47.3%,231,52.7%,6,1.4%,277,63.2%,121,27.6%,8,1.8%,13,3.0%,13,3.0%,0,0.0%,107,24.4%,5,1.1%,371,84.7%,80.8%
19K364,I.S. 364 Gateway,2017-18,350,0,0,0,0,0,0,0,0,115,126,109,0,0,0,0,158,45.1%,192,54.9%,5,1.4%,225,64.3%,109,31.1%,0,0.0%,2,0.6%,9,2.6%,0,0.0%,98,28.0%,5,1.4%,292,83.4%,82.5%
19K364,I.S. 364 Gateway,2018-19,329,0,0,0,0,0,0,0,0,87,120,122,0,0,0,0,153,46.5%,176,53.5%,3,0.9%,228,69.3%,85,25.8%,2,0.6%,2,0.6%,9,2.7%,0,0.0%,92,28.0%,6,1.8%,274,83.3%,79.6%
19K364,I.S. 364 Gateway,2019-20,265,0,0,0,0,0,0,0,0,68,80,117,0,0,0,0,119,44.9%,146,55.1%,9,3.4%,185,69.8%,59,22.3%,1,0.4%,1,0.4%,10,3.8%,0,0.0%,83,31.3%,6,2.3%,218,82.3%,83.8%
19K364,I.S. 364 Gateway,2020-21,209,0,0,0,0,0,0,0,0,59,72,78,0,0,0,0,93,44.5%,116,55.5%,13,6.2%,148,70.8%,40,19.1%,0,0.0%,2,1.0%,6,2.9%,0,0.0%,77,36.8%,6,2.9%,174,83.3%,83.1%
19K364,I.S. 364 Gateway,2021-22,183,0,0,0,0,0,0,0,0,60,58,65,0,0,0,0,92,50.3%,91,49.7%,16,8.7%,127,69.4%,33,18.0%,0,0.0%,2,1.1%,5,2.7%,0,0.0%,63,34.4%,2,1.1%,153,83.6%,85.0%
19K404,Academy for Young Writers,2017-18,546,0,0,0,0,0,0,0,0,65,82,73,92,89,77,68,331,60.6%,215,39.4%,4,0.7%,383,70.1%,145,26.6%,1,0.2%,3,0.5%,6,1.1%,4,0.7%,111,20.3%,14,2.6%,460,84.2%,80.3%
19K404,Academy for Young Writers,2018-19,551,0,0,0,0,0,0,0,0,76,62,77,102,94,72,68,336,61.0%,215,39.0%,6,1.1%,380,69.0%,151,27.4%,2,0.4%,3,0.5%,6,1.1%,3,0.5%,125,22.7%,19,3.4%,473,85.8%,82.0%
19K404,Academy for Young Writers,2019-20,542,0,0,0,0,0,0,0,0,70,71,62,100,94,75,70,330,60.9%,212,39.1%,9,1.7%,365,67.3%,153,28.2%,1,0.2%,7,1.3%,7,1.3%,0,0.0%,134,24.7%,16,3.0%,472,87.1%,85.0%
19K404,Academy for Young Writers,2020-21,540,0,0,0,0,0,0,0,0,41,68,70,99,93,92,77,324,60.0%,216,40.0%,14,2.6%,347,64.3%,163,30.2%,1,0.2%,6,1.1%,9,1.7%,0,0.0%,135,25.0%,16,3.0%,498,92.2%,87.5%
19K404,Academy for Young Writers,2021-22,529,0,0,0,0,0,0,0,0,49,43,63,110,89,86,89,300,56.7%,229,43.3%,13,2.5%,332,62.8%,168,31.8%,1,0.2%,5,0.9%,9,1.7%,1,0.2%,129,24.4%,18,3.4%,476,90.0%,86.1%
19K409,East New York Family Academy,2017-18,496,0,0,0,0,0,0,0,0,74,75,71,125,71,53,27,246,49.6%,250,50.4%,16,3.2%,312,62.9%,155,31.3%,0,0.0%,7,1.4%,4,0.8%,2,0.4%,120,24.2%,19,3.8%,433,87.3%,81.6%
19K409,East New York Family Academy,2018-19,496,0,0,0,0,0,0,0,0,71,64,72,128,66,62,33,246,49.6%,250,50.4%,16,3.2%,310,62.5%,158,31.9%,2,0.4%,6,1.2%,2,0.4%,2,0.4%,112,22.6%,15,3.0%,411,82.9%,80.2%
19K409,East New York Family Academy,2019-20,511,0,0,0,0,0,0,0,0,70,72,63,99,102,54,51,249,48.7%,262,51.3%,18,3.5%,337,65.9%,146,28.6%,2,0.4%,6,1.2%,2,0.4%,0,0.0%,115,22.5%,16,3.1%,437,85.5%,84.6%
19K409,East New York Family Academy,2020-21,558,0,0,0,0,0,0,0,0,81,68,70,114,86,73,66,268,48.0%,290,52.0%,17,3.0%,387,69.4%,140,25.1%,3,0.5%,7,1.3%,2,0.4%,2,0.4%,136,24.4%,14,2.5%,517,92.7%,85.3%
19K409,East New York Family Academy,2021-22,613,0,0,0,0,0,0,0,0,85,80,73,113,108,84,70,288,47.0%,325,53.0%,17,2.8%,406,66.2%,177,28.9%,4,0.7%,3,0.5%,5,0.8%,1,0.2%,147,24.0%,18,2.9%,546,89.1%,83.8%
19K422,Spring Creek Community School,2017-18,478,0,0,0,0,0,0,0,0,80,86,70,92,89,61,0,217,45.4%,261,54.6%,6,1.3%,353,73.8%,102,21.3%,2,0.4%,4,0.8%,6,1.3%,5,1.0%,124,25.9%,14,2.9%,401,83.9%,81.4%
19K422,Spring Creek Community School,2018-19,528,0,0,0,0,0,0,0,0,74,71,80,99,78,64,62,253,47.9%,275,52.1%,7,1.3%,381,72.2%,115,21.8%,1,0.2%,5,0.9%,10,1.9%,9,1.7%,130,24.6%,18,3.4%,437,82.8%,80.6%
19K422,Spring Creek Community School,2019-20,530,0,0,0,0,0,0,0,0,74,65,71,100,83,67,70,244,46.0%,286,54.0%,6,1.1%,388,73.2%,115,21.7%,1,0.2%,5,0.9%,10,1.9%,5,0.9%,126,23.8%,13,2.5%,455,85.8%,83.3%
19K422,Spring Creek Community School,2020-21,531,0,0,0,0,0,0,0,0,76,74,65,79,96,75,66,237,44.6%,294,55.4%,7,1.3%,374,70.4%,127,23.9%,2,0.4%,5,0.9%,11,2.1%,5,0.9%,137,25.8%,21,4.0%,449,84.6%,84.1%
19K422,Spring Creek Community School,2021-22,491,0,0,0,0,0,0,0,0,45,73,69,78,73,85,68,225,45.8%,266,54.2%,5,1.0%,349,71.1%,120,24.4%,3,0.6%,2,0.4%,6,1.2%,6,1.2%,125,25.5%,15,3.1%,400,81.5%,84.2%
19K452,Frederick Douglass Academy VIII Middle School,2017-18,336,0,0,0,0,0,0,0,0,116,119,101,0,0,0,0,182,54.2%,154,45.8%,19,5.7%,239,71.1%,69,20.5%,0,0.0%,2,0.6%,7,2.1%,0,0.0%,60,17.9%,7,2.1%,297,88.4%,72.4%
19K452,Frederick Douglass Academy VIII Middle School,2018-19,338,0,0,0,0,0,0,0,0,111,113,114,0,0,0,0,175,51.8%,163,48.2%,22,6.5%,236,69.8%,70,20.7%,0,0.0%,0,0.0%,10,3.0%,0,0.0%,73,21.6%,8,2.4%,304,89.9%,70.3%
19K452,Frederick Douglass Academy VIII Middle School,2019-20,307,0,0,0,0,0,0,0,0,105,103,99,0,0,0,0,163,53.1%,144,46.9%,22,7.2%,211,68.7%,64,20.8%,0,0.0%,0,0.0%,10,3.3%,0,0.0%,60,19.5%,7,2.3%,291,94.8%,75.9%
19K452,Frederick Douglass Academy VIII Middle School,2020-21,274,0,0,0,0,0,0,0,0,72,97,105,0,0,0,0,148,54.0%,126,46.0%,13,4.7%,196,71.5%,60,21.9%,0,0.0%,0,0.0%,5,1.8%,0,0.0%,62,22.6%,9,3.3%,254,92.7%,76.0%
19K452,Frederick Douglass Academy VIII Middle School,2021-22,221,0,0,0,0,0,0,0,0,69,67,85,0,0,0,0,112,50.7%,109,49.3%,10,4.5%,158,71.5%,46,20.8%,2,0.9%,1,0.5%,4,1.8%,0,0.0%,55,24.9%,3,1.4%,Above 95%,Above 95%,75.2%
19K502,FDNY - Captain Vernon A. Richard High School for F,2017-18,333,0,0,0,0,0,0,0,0,0,0,0,107,87,66,73,81,24.3%,252,75.7%,2,0.6%,239,71.8%,79,23.7%,0,0.0%,4,1.2%,3,0.9%,6,1.8%,85,25.5%,12,3.6%,283,85.0%,86.4%
19K502,FDNY - Captain Vernon A. Richard High School for F,2018-19,277,0,0,0,0,0,0,0,0,0,0,0,92,78,51,56,63,22.7%,214,77.3%,4,1.4%,189,68.2%,71,25.6%,0,0.0%,5,1.8%,2,0.7%,6,2.2%,76,27.4%,11,4.0%,233,84.1%,85.2%
19K502,FDNY - Captain Vernon A. Richard High School for F,2019-20,269,0,0,0,0,0,0,0,0,0,0,0,109,61,51,48,66,24.5%,203,75.5%,5,1.9%,175,65.1%,78,29.0%,0,0.0%,5,1.9%,5,1.9%,1,0.4%,87,32.3%,8,3.0%,228,84.8%,85.6%
19K502,FDNY - Captain Vernon A. Richard High School for F,2020-21,275,0,0,0,0,0,0,0,0,0,0,0,111,90,47,27,58,21.1%,217,78.9%,6,2.2%,172,62.5%,83,30.2%,0,0.0%,5,1.8%,7,2.5%,2,0.7%,104,37.8%,12,4.4%,223,81.1%,84.0%
19K502,FDNY - Captain Vernon A. Richard High School for F,2021-22,239,0,0,0,0,0,0,0,0,0,0,0,80,61,67,31,52,21.8%,187,78.2%,4,1.7%,146,61.1%,76,31.8%,1,0.4%,2,0.8%,6,2.5%,4,1.7%,96,40.2%,13,5.4%,194,81.2%,81.3%
19K504,High School for Civil Rights,2017-18,264,0,0,0,0,0,0,0,0,0,0,0,53,72,66,73,107,40.5%,157,59.5%,2,0.8%,192,72.7%,63,23.9%,0,0.0%,5,1.9%,2,0.8%,0,0.0%,70,26.5%,23,8.7%,224,84.8%,88.5%
