,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
41895,9,09X252,Mott Hall Bronx High School,Residential District 12,,252,26,
41896,9,09X252,Mott Hall Bronx High School,Residential District 14,,s,s,
41897,9,09X252,Mott Hall Bronx High School,Residential District 16,,s,s,
41898,9,09X252,Mott Hall Bronx High School,Residential District 18,,s,s,
41899,9,09X252,Mott Hall Bronx High School,Residential District 19,,s,s,
41900,9,09X252,Mott Hall Bronx High School,Residential District 21,,s,s,
41901,9,09X252,Mott Hall Bronx High School,Residential District 23,,s,s,
41902,9,09X252,Mott Hall Bronx High School,Residential District 27,,s,s,
41903,9,09X252,Mott Hall Bronx High School,Residential District 28,,s,s,
41904,9,09X252,Mott Hall Bronx High School,Residential District 29,,s,s,
41905,9,09X252,Mott Hall Bronx High School,Residential District Unknown,,s,s,
30346,5,05M304,Mott Hall High School,Residential District 01,,s,s,
30347,5,05M304,Mott Hall High School,Residential District 02,,6,s,
30348,5,05M304,Mott Hall High School,Residential District 03,,30,s,
30349,5,05M304,Mott Hall High School,Residential District 04,,16,s,
30350,5,05M304,Mott Hall High School,Residential District 05,,120,14,
30351,5,05M304,Mott Hall High School,Residential District 06,,78,14,
30352,5,05M304,Mott Hall High School,Residential District 07,,27,s,
30353,5,05M304,Mott Hall High School,Residential District 08,,27,s,
30354,5,05M304,Mott Hall High School,Residential District 09,,58,8,
30355,5,05M304,Mott Hall High School,Residential District 10,,42,11,
30356,5,05M304,Mott Hall High School,Residential District 11,,14,s,
30357,5,05M304,Mott Hall High School,Residential District 12,,25,8,
30358,5,05M304,Mott Hall High School,Residential District 16,,s,s,
30359,5,05M304,Mott Hall High School,Residential District 19,,7,s,
30360,5,05M304,Mott Hall High School,Residential District 21,,s,s,
30361,5,05M304,Mott Hall High School,Residential District 23,,s,s,
30362,5,05M304,Mott Hall High School,Residential District 25,,s,s,
30363,5,05M304,Mott Hall High School,Residential District 29,,s,s,
30364,5,05M304,Mott Hall High School,Residential District 30,,s,s,
30365,5,05M304,Mott Hall High School,Residential District 31,,s,s,
30366,5,05M304,Mott Hall High School,Residential District 32,,s,s,
55131,12,12X242,Mott Hall V,Residential District 01,,s,s,
55132,12,12X242,Mott Hall V,Residential District 02,,s,s,
55133,12,12X242,Mott Hall V,Residential District 03,,s,s,
55134,12,12X242,Mott Hall V,Residential District 04,,6,s,
55135,12,12X242,Mott Hall V,Residential District 05,,s,s,
55136,12,12X242,Mott Hall V,Residential District 06,,s,s,
55137,12,12X242,Mott Hall V,Residential District 07,,104,s,
55138,12,12X242,Mott Hall V,Residential District 08,,358,10,
55139,12,12X242,Mott Hall V,Residential District 09,,400,s,
55140,12,12X242,Mott Hall V,Residential District 10,,234,s,
55141,12,12X242,Mott Hall V,Residential District 11,,260,s,
55142,12,12X242,Mott Hall V,Residential District 12,,564,71,
55143,12,12X242,Mott Hall V,Residential District 13,,s,s,
55144,12,12X242,Mott Hall V,Residential District 14,,s,s,
55145,12,12X242,Mott Hall V,Residential District 17,,s,s,
55146,12,12X242,Mott Hall V,Residential District 19,,s,s,
55147,12,12X242,Mott Hall V,Residential District 23,,s,s,
55148,12,12X242,Mott Hall V,Residential District 24,,s,s,
55149,12,12X242,Mott Hall V,Residential District 25,,s,s,
55150,12,12X242,Mott Hall V,Residential District 27,,s,s,
55151,12,12X242,Mott Hall V,Residential District 30,,s,s,
55152,12,12X242,Mott Hall V,Residential District 31,,s,s,
55153,12,12X242,Mott Hall V,Residential District 32,,s,s,
55154,12,12X242,Mott Hall V,Residential District Unknown,,7,s,
36514,7,07X473,Mott Haven Village Preparatory High School,Residential District 02,,s,s,
36515,7,07X473,Mott Haven Village Preparatory High School,Residential District 03,,s,s,
36516,7,07X473,Mott Haven Village Preparatory High School,Residential District 04,,s,s,
36517,7,07X473,Mott Haven Village Preparatory High School,Residential District 05,,s,s,
36518,7,07X473,Mott Haven Village Preparatory High School,Residential District 06,,s,s,
36519,7,07X473,Mott Haven Village Preparatory High School,Residential District 07,,144,34,
36520,7,07X473,Mott Haven Village Preparatory High School,Residential District 08,,61,15,
36521,7,07X473,Mott Haven Village Preparatory High School,Residential District 09,,59,s,
36522,7,07X473,Mott Haven Village Preparatory High School,Residential District 10,,25,s,
36523,7,07X473,Mott Haven Village Preparatory High School,Residential District 11,,18,s,
36524,7,07X473,Mott Haven Village Preparatory High School,Residential District 12,,47,11,
36525,7,07X473,Mott Haven Village Preparatory High School,Residential District 14,,s,s,
36526,7,07X473,Mott Haven Village Preparatory High School,Residential District 16,,s,s,
36527,7,07X473,Mott Haven Village Preparatory High School,Residential District 24,,s,s,
36528,7,07X473,Mott Haven Village Preparatory High School,Residential District 31,,s,s,
76971,19,19K583,Multicultural High School,Residential District 13,,s,s,
76972,19,19K583,Multicultural High School,Residential District 14,,s,s,
76973,19,19K583,Multicultural High School,Residential District 15,,s,s,
76974,19,19K583,Multicultural High School,Residential District 16,,s,s,
76975,19,19K583,Multicultural High School,Residential District 17,,10,s,
76976,19,19K583,Multicultural High School,Residential District 18,,9,s,
76977,19,19K583,Multicultural High School,Residential District 19,,120,20,
76978,19,19K583,Multicultural High School,Residential District 20,,s,s,
76979,19,19K583,Multicultural High School,Residential District 22,,s,s,
76980,19,19K583,Multicultural High School,Residential District 23,,16,s,
76981,19,19K583,Multicultural High School,Residential District 24,,13,s,
76982,19,19K583,Multicultural High School,Residential District 25,,s,s,
76983,19,19K583,Multicultural High School,Residential District 27,,48,s,
76984,19,19K583,Multicultural High School,Residential District 28,,6,s,
76985,19,19K583,Multicultural High School,Residential District 29,,s,s,
76986,19,19K583,Multicultural High School,Residential District 31,,s,s,
76987,19,19K583,Multicultural High School,Residential District 32,,12,s,
14534,2,02M432,Murray Hill Academy,Residential District 01,,11,s,
14535,2,02M432,Murray Hill Academy,Residential District 02,,57,68,
14536,2,02M432,Murray Hill Academy,Residential District 03,,15,s,
14537,2,02M432,Murray Hill Academy,Residential District 04,,39,7,
14538,2,02M432,Murray Hill Academy,Residential District 05,,19,s,
14539,2,02M432,Murray Hill Academy,Residential District 06,,17,s,
14540,2,02M432,Murray Hill Academy,Residential District 07,,20,s,
14541,2,02M432,Murray Hill Academy,Residential District 08,,30,s,
14542,2,02M432,Murray Hill Academy,Residential District 09,,34,8,
14543,2,02M432,Murray Hill Academy,Residential District 10,,32,8,
14544,2,02M432,Murray Hill Academy,Residential District 11,,27,s,
14545,2,02M432,Murray Hill Academy,Residential District 12,,18,s,
14546,2,02M432,Murray Hill Academy,Residential District 13,,s,s,
14547,2,02M432,Murray Hill Academy,Residential District 14,,8,s,
14548,2,02M432,Murray Hill Academy,Residential District 15,,7,s,
14549,2,02M432,Murray Hill Academy,Residential District 16,,s,s,
14550,2,02M432,Murray Hill Academy,Residential District 17,,s,s,
14551,2,02M432,Murray Hill Academy,Residential District 18,,s,s,
14552,2,02M432,Murray Hill Academy,Residential District 19,,13,s,
14553,2,02M432,Murray Hill Academy,Residential District 20,,s,s,
14554,2,02M432,Murray Hill Academy,Residential District 21,,s,s,
14555,2,02M432,Murray Hill Academy,Residential District 22,,s,s,
14556,2,02M432,Murray Hill Academy,Residential District 23,,s,s,
14557,2,02M432,Murray Hill Academy,Residential District 24,,15,6,
14558,2,02M432,Murray Hill Academy,Residential District 27,,11,s,
14559,2,02M432,Murray Hill Academy,Residential District 28,,s,s,
14560,2,02M432,Murray Hill Academy,Residential District 29,,s,s,
14561,2,02M432,Murray Hill Academy,Residential District 30,,14,s,
14562,2,02M432,Murray Hill Academy,Residential District 31,,s,s,
14563,2,02M432,Murray Hill Academy,Residential District 32,,s,s,
14564,2,02M432,Murray Hill Academy,Residential District Unknown,,s,s,
16782,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 01,,20,s,
16783,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 02,,24,s,
16784,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 03,,6,s,
16785,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 04,,18,s,
16786,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 05,,11,s,
16787,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 06,,s,s,
16788,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 07,,6,s,
16789,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 08,,13,s,
16790,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 09,,12,s,
16791,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 10,,8,s,
16792,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 11,,7,s,
16793,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 12,,9,s,
16794,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 13,,s,s,
16795,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 14,,11,s,
16796,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 15,,s,s,
16797,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 16,,s,s,
16798,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 17,,15,s,
16799,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 18,,7,s,
16800,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 19,,21,s,
16801,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 20,,7,s,
16802,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 21,,s,s,
16803,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 22,,11,s,
16804,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 23,,14,s,
16805,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 24,,7,s,
16806,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 26,,s,s,
16807,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 27,,6,s,
16808,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 28,,s,s,
16809,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 29,,s,s,
16810,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 30,,s,s,
16811,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 31,,10,s,
16812,2,02M520,Murry Bergtraum High School for Business Careers,Residential District 32,,s,s,
16813,2,02M520,Murry Bergtraum High School for Business Careers,Residential District Unknown,,s,s,
12311,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 01,,119,s,
12312,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 02,,1590,203,
12313,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 03,,337,s,
12314,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 04,,59,s,
12315,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 05,,75,s,
12316,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 06,,118,s,
12317,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 07,,21,s,
12318,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 08,,47,s,
12319,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 09,,42,s,
12320,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 10,,86,s,
12321,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 11,,83,s,
12322,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 12,,26,s,
12323,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 13,,77,s,
12324,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 14,,45,s,
12325,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 15,,103,s,
12326,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 16,,18,s,
12327,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 17,,29,s,
12328,2,02M412,N.Y.C. Lab School for Collaborative Studies,Residential District 18,,8,s,
