,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 True Applicants,Grade 9 Seats Available - Notes
114284,30,30Q502,Information Technology High School,Residential District 24,.,367,s^,77,
114285,30,30Q502,Information Technology High School,Residential District 25,.,10,s,s,
114286,30,30Q502,Information Technology High School,Residential District 26,.,s,s,s,
114287,30,30Q502,Information Technology High School,Residential District 27,.,19,s,s,
114288,30,30Q502,Information Technology High School,Residential District 28,.,17,s,6,
114289,30,30Q502,Information Technology High School,Residential District 29,.,19,s,s,
114290,30,30Q502,Information Technology High School,Residential District 30,.,529,123,131,
114291,30,30Q502,Information Technology High School,Residential District 32,.,s,s,s,
114292,30,30Q502,Information Technology High School,Residential District Unknown,.,s,s,s,
10942,2,02M407,Institute for Collaborative Education,Residential District 01,.,79,8,18,
10943,2,02M407,Institute for Collaborative Education,Residential District 02,.,169,s,77,
10944,2,02M407,Institute for Collaborative Education,Residential District 03,.,62,s,21,
10945,2,02M407,Institute for Collaborative Education,Residential District 04,.,s,s,s,
10946,2,02M407,Institute for Collaborative Education,Residential District 05,.,22,s,6,
10947,2,02M407,Institute for Collaborative Education,Residential District 06,.,39,s,8,
10948,2,02M407,Institute for Collaborative Education,Residential District 07,.,20,s,8,
10949,2,02M407,Institute for Collaborative Education,Residential District 08,.,14,s,s,
10950,2,02M407,Institute for Collaborative Education,Residential District 09,.,11,s,s,
10951,2,02M407,Institute for Collaborative Education,Residential District 10,.,21,s,8,
10952,2,02M407,Institute for Collaborative Education,Residential District 11,.,15,s,s,
10953,2,02M407,Institute for Collaborative Education,Residential District 12,.,10,s,s,
10954,2,02M407,Institute for Collaborative Education,Residential District 13,.,49,10,22,
10955,2,02M407,Institute for Collaborative Education,Residential District 14,.,26,s^,11,
10956,2,02M407,Institute for Collaborative Education,Residential District 15,.,81,15,39,
10957,2,02M407,Institute for Collaborative Education,Residential District 16,.,6,s,s,
10958,2,02M407,Institute for Collaborative Education,Residential District 17,.,24,s,8,
10959,2,02M407,Institute for Collaborative Education,Residential District 18,.,s,s,s,
10960,2,02M407,Institute for Collaborative Education,Residential District 19,.,s,s,s,
10961,2,02M407,Institute for Collaborative Education,Residential District 20,.,6,s,s,
10962,2,02M407,Institute for Collaborative Education,Residential District 21,.,s,s,s,
10963,2,02M407,Institute for Collaborative Education,Residential District 22,.,10,s,s,
10964,2,02M407,Institute for Collaborative Education,Residential District 23,.,s,s,s,
10965,2,02M407,Institute for Collaborative Education,Residential District 24,.,9,s,s,
10966,2,02M407,Institute for Collaborative Education,Residential District 25,.,s,s,s,
10967,2,02M407,Institute for Collaborative Education,Residential District 26,.,s,s,s,
10968,2,02M407,Institute for Collaborative Education,Residential District 27,.,s,s,s,
10969,2,02M407,Institute for Collaborative Education,Residential District 28,.,8,s,s,
10970,2,02M407,Institute for Collaborative Education,Residential District 29,.,s,s,s,
10971,2,02M407,Institute for Collaborative Education,Residential District 30,.,23,s,6,
10972,2,02M407,Institute for Collaborative Education,Residential District 31,.,s,s,s,
10973,2,02M407,Institute for Collaborative Education,Residential District 32,.,s,s,s,
10974,2,02M407,Institute for Collaborative Education,Residential District Unknown,.,12,s,7,
108799,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 01,.,s,s,s,
108800,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 02,.,s,s,s,
108801,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 05,.,s,s,s,
108802,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 09,.,s,s,s,
108803,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 10,.,s,s,s,
108804,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 11,.,s,s,s,
108805,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 13,.,s,s,s,
108806,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 16,.,s,s,s,
108807,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 17,.,s,s,s,
108808,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 18,.,s,s,s,
108809,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 19,.,7,s,s,
108810,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 22,.,s,s,s,
108811,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 23,.,s,s,s,
108812,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 24,.,8,s,s,
108813,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 25,.,8,s,s,
108814,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 26,.,7,s,s,
108815,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 27,.,50,s^,12,
108816,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 28,.,67,s^,16,
108817,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 29,.,213,s^,39,
108818,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 30,.,12,s,s,
108819,29,29Q243,Institute for Health Professions at Cambria Heights,Residential District 32,.,s,s,s,
35122,7,07X334,International Community High School,Residential District 03,.,s,s,s,
35123,7,07X334,International Community High School,Residential District 04,.,s,s,s,
35124,7,07X334,International Community High School,Residential District 05,.,s,s,s,
35125,7,07X334,International Community High School,Residential District 07,.,75,15,22,
35126,7,07X334,International Community High School,Residential District 08,.,21,s,s,
35127,7,07X334,International Community High School,Residential District 09,.,36,s^,7,
35128,7,07X334,International Community High School,Residential District 10,.,20,s,s,
35129,7,07X334,International Community High School,Residential District 11,.,11,s,s,
35130,7,07X334,International Community High School,Residential District 12,.,13,s,s,
35131,7,07X334,International Community High School,Residential District 16,.,s,s,s,
35132,7,07X334,International Community High School,Residential District 18,.,s,s,s,
35133,7,07X334,International Community High School,Residential District 19,.,s,s,s,
90629,24,24Q530,International High School at LaGuardia Community College,Residential District 01,.,s,s,s,
90630,24,24Q530,International High School at LaGuardia Community College,Residential District 02,.,6,s,s,
90631,24,24Q530,International High School at LaGuardia Community College,Residential District 04,.,6,s,s,
90632,24,24Q530,International High School at LaGuardia Community College,Residential District 05,.,s,s,s,
90633,24,24Q530,International High School at LaGuardia Community College,Residential District 06,.,s,s,s,
90634,24,24Q530,International High School at LaGuardia Community College,Residential District 07,.,s,s,s,
90635,24,24Q530,International High School at LaGuardia Community College,Residential District 08,.,s,s,s,
90636,24,24Q530,International High School at LaGuardia Community College,Residential District 09,.,6,s,s,
90637,24,24Q530,International High School at LaGuardia Community College,Residential District 10,.,6,s,s,
90638,24,24Q530,International High School at LaGuardia Community College,Residential District 11,.,6,s,s,
90639,24,24Q530,International High School at LaGuardia Community College,Residential District 12,.,s,s,s,
90640,24,24Q530,International High School at LaGuardia Community College,Residential District 13,.,s,s,s,
90641,24,24Q530,International High School at LaGuardia Community College,Residential District 14,.,s,s,s,
90642,24,24Q530,International High School at LaGuardia Community College,Residential District 15,.,s,s,s,
90643,24,24Q530,International High School at LaGuardia Community College,Residential District 16,.,6,s,s,
90644,24,24Q530,International High School at LaGuardia Community College,Residential District 17,.,s,s,s,
90645,24,24Q530,International High School at LaGuardia Community College,Residential District 18,.,10,s,s,
90646,24,24Q530,International High School at LaGuardia Community College,Residential District 19,.,17,s,s,
90647,24,24Q530,International High School at LaGuardia Community College,Residential District 20,.,s,s,s,
90648,24,24Q530,International High School at LaGuardia Community College,Residential District 21,.,s,s,s,
90649,24,24Q530,International High School at LaGuardia Community College,Residential District 22,.,6,s,s,
90650,24,24Q530,International High School at LaGuardia Community College,Residential District 23,.,s,s,s,
90651,24,24Q530,International High School at LaGuardia Community College,Residential District 24,.,377,50,159,
90652,24,24Q530,International High School at LaGuardia Community College,Residential District 25,.,30,s,8,
90653,24,24Q530,International High School at LaGuardia Community College,Residential District 26,.,15,s,s,
90654,24,24Q530,International High School at LaGuardia Community College,Residential District 27,.,30,s,9,
90655,24,24Q530,International High School at LaGuardia Community College,Residential District 28,.,33,s,22,
90656,24,24Q530,International High School at LaGuardia Community College,Residential District 29,.,40,s,12,
90657,24,24Q530,International High School at LaGuardia Community College,Residential District 30,.,229,52,111,
90658,24,24Q530,International High School at LaGuardia Community College,Residential District 31,.,s,s,s,
90659,24,24Q530,International High School at LaGuardia Community College,Residential District 32,.,18,s,s,
81324,21,21K337,International High School at Lafayette,Residential District 01,.,s,s,s,
81325,21,21K337,International High School at Lafayette,Residential District 02,.,s,s,s,
81326,21,21K337,International High School at Lafayette,Residential District 14,.,s,s,s,
81327,21,21K337,International High School at Lafayette,Residential District 15,.,25,s^,12,
81328,21,21K337,International High School at Lafayette,Residential District 16,.,s,s,s,
81329,21,21K337,International High School at Lafayette,Residential District 17,.,8,s,s,
81330,21,21K337,International High School at Lafayette,Residential District 18,.,s,s,s,
81331,21,21K337,International High School at Lafayette,Residential District 19,.,7,s,s,
81332,21,21K337,International High School at Lafayette,Residential District 20,.,83,18,31,
81333,21,21K337,International High School at Lafayette,Residential District 21,.,111,22,41,
81334,21,21K337,International High School at Lafayette,Residential District 22,.,30,s,s,
81335,21,21K337,International High School at Lafayette,Residential District 23,.,7,s,s,
81336,21,21K337,International High School at Lafayette,Residential District 27,.,s,s,s,
81337,21,21K337,International High School at Lafayette,Residential District 31,.,s,s,s,
81338,21,21K337,International High School at Lafayette,Residential District 32,.,8,s,s,
81339,21,21K337,International High School at Lafayette,Residential District Unknown,.,s,s,s,
69394,17,17K524,International High School at Prospect Heights,Residential District 03,.,s,s,s,
69395,17,17K524,International High School at Prospect Heights,Residential District 12,.,s,s,s,
69396,17,17K524,International High School at Prospect Heights,Residential District 13,.,7,s,s,
69397,17,17K524,International High School at Prospect Heights,Residential District 14,.,s,s,s,
69398,17,17K524,International High School at Prospect Heights,Residential District 15,.,21,s,s,
69399,17,17K524,International High School at Prospect Heights,Residential District 16,.,8,s,s,
69400,17,17K524,International High School at Prospect Heights,Residential District 17,.,78,8,16,
69401,17,17K524,International High School at Prospect Heights,Residential District 18,.,15,s,s,
69402,17,17K524,International High School at Prospect Heights,Residential District 19,.,15,s,s,
69403,17,17K524,International High School at Prospect Heights,Residential District 20,.,8,s,s,
69404,17,17K524,International High School at Prospect Heights,Residential District 21,.,s,s,s,
69405,17,17K524,International High School at Prospect Heights,Residential District 22,.,22,s,6,
69406,17,17K524,International High School at Prospect Heights,Residential District 23,.,12,s,s,
69407,17,17K524,International High School at Prospect Heights,Residential District 24,.,s,s,s,
69408,17,17K524,International High School at Prospect Heights,Residential District 27,.,s,s,s,
69409,17,17K524,International High School at Prospect Heights,Residential District 29,.,s,s,s,
69410,17,17K524,International High School at Prospect Heights,Residential District 30,.,s,s,s,
69411,17,17K524,International High School at Prospect Heights,Residential District 31,.,s,s,s,
69412,17,17K524,International High School at Prospect Heights,Residential District 32,.,9,s,s,
