,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
53542,11,11X544,High School for Contemporary Arts,Residential District 26,,s,s,
53543,11,11X544,High School for Contemporary Arts,Residential District 27,,10,s,
53544,11,11X544,High School for Contemporary Arts,Residential District 28,,s,s,
53545,11,11X544,High School for Contemporary Arts,Residential District 29,,6,s,
53546,11,11X544,High School for Contemporary Arts,Residential District 30,,s,s,
53547,11,11X544,High School for Contemporary Arts,Residential District 31,,s,s,
53548,11,11X544,High School for Contemporary Arts,Residential District 32,,s,s,
53549,11,11X544,High School for Contemporary Arts,Residential District Unknown,,s,s,
18191,2,02M545,High School for Dual Language and Asian Studies,Residential District 01,,95,15,
18192,2,02M545,High School for Dual Language and Asian Studies,Residential District 02,,302,38,
18193,2,02M545,High School for Dual Language and Asian Studies,Residential District 03,,27,6,
18194,2,02M545,High School for Dual Language and Asian Studies,Residential District 04,,19,s,
18195,2,02M545,High School for Dual Language and Asian Studies,Residential District 05,,20,s,
18196,2,02M545,High School for Dual Language and Asian Studies,Residential District 06,,24,s,
18197,2,02M545,High School for Dual Language and Asian Studies,Residential District 07,,8,s,
18198,2,02M545,High School for Dual Language and Asian Studies,Residential District 08,,20,s,
18199,2,02M545,High School for Dual Language and Asian Studies,Residential District 09,,29,s,
18200,2,02M545,High School for Dual Language and Asian Studies,Residential District 10,,34,s,
18201,2,02M545,High School for Dual Language and Asian Studies,Residential District 11,,28,s,
18202,2,02M545,High School for Dual Language and Asian Studies,Residential District 12,,7,s,
18203,2,02M545,High School for Dual Language and Asian Studies,Residential District 13,,25,s,
18204,2,02M545,High School for Dual Language and Asian Studies,Residential District 14,,18,s,
18205,2,02M545,High School for Dual Language and Asian Studies,Residential District 15,,78,15,
18206,2,02M545,High School for Dual Language and Asian Studies,Residential District 16,,8,s,
18207,2,02M545,High School for Dual Language and Asian Studies,Residential District 17,,9,s,
18208,2,02M545,High School for Dual Language and Asian Studies,Residential District 18,,s,s,
18209,2,02M545,High School for Dual Language and Asian Studies,Residential District 19,,30,s,
18210,2,02M545,High School for Dual Language and Asian Studies,Residential District 20,,94,18,
18211,2,02M545,High School for Dual Language and Asian Studies,Residential District 21,,30,s,
18212,2,02M545,High School for Dual Language and Asian Studies,Residential District 22,,26,s,
18213,2,02M545,High School for Dual Language and Asian Studies,Residential District 23,,s,s,
18214,2,02M545,High School for Dual Language and Asian Studies,Residential District 24,,90,13,
18215,2,02M545,High School for Dual Language and Asian Studies,Residential District 25,,22,s,
18216,2,02M545,High School for Dual Language and Asian Studies,Residential District 26,,15,s,
18217,2,02M545,High School for Dual Language and Asian Studies,Residential District 27,,37,s,
18218,2,02M545,High School for Dual Language and Asian Studies,Residential District 28,,15,s,
18219,2,02M545,High School for Dual Language and Asian Studies,Residential District 29,,10,s,
18220,2,02M545,High School for Dual Language and Asian Studies,Residential District 30,,44,7,
18221,2,02M545,High School for Dual Language and Asian Studies,Residential District 31,,11,s,
18222,2,02M545,High School for Dual Language and Asian Studies,Residential District 32,,15,s,
18223,2,02M545,High School for Dual Language and Asian Studies,Residential District Unknown,,s,s,
49165,10,10X565,High School for Energy and Technology,Residential District 05,,s,s,
49166,10,10X565,High School for Energy and Technology,Residential District 06,,s,s,
49167,10,10X565,High School for Energy and Technology,Residential District 07,,44,6,
49168,10,10X565,High School for Energy and Technology,Residential District 08,,55,11,
49169,10,10X565,High School for Energy and Technology,Residential District 09,,122,21,
49170,10,10X565,High School for Energy and Technology,Residential District 10,,232,89,
49171,10,10X565,High School for Energy and Technology,Residential District 11,,104,27,
49172,10,10X565,High School for Energy and Technology,Residential District 12,,84,16,
49173,10,10X565,High School for Energy and Technology,Residential District 17,,s,s,
49174,10,10X565,High School for Energy and Technology,Residential District 18,,s,s,
49175,10,10X565,High School for Energy and Technology,Residential District 19,,s,s,
49176,10,10X565,High School for Energy and Technology,Residential District 23,,s,s,
49177,10,10X565,High School for Energy and Technology,Residential District 24,,s,s,
49178,10,10X565,High School for Energy and Technology,Residential District 25,,s,s,
49179,10,10X565,High School for Energy and Technology,Residential District 27,,s,s,
49180,10,10X565,High School for Energy and Technology,Residential District 29,,s,s,
49181,10,10X565,High School for Energy and Technology,Residential District 30,,s,s,
49182,10,10X565,High School for Energy and Technology,Residential District 32,,s,s,
49183,10,10X565,High School for Energy and Technology,Residential District Unknown,,s,s,
11413,2,02M400,High School for Environmental Studies,Residential District 01,,34,s,
11414,2,02M400,High School for Environmental Studies,Residential District 02,,401,66,
11415,2,02M400,High School for Environmental Studies,Residential District 03,,280,34,
11416,2,02M400,High School for Environmental Studies,Residential District 04,,76,9,
11417,2,02M400,High School for Environmental Studies,Residential District 05,,158,20,
11418,2,02M400,High School for Environmental Studies,Residential District 06,,485,91,
11419,2,02M400,High School for Environmental Studies,Residential District 07,,26,s,
11420,2,02M400,High School for Environmental Studies,Residential District 08,,49,12,
11421,2,02M400,High School for Environmental Studies,Residential District 09,,156,31,
11422,2,02M400,High School for Environmental Studies,Residential District 10,,266,57,
11423,2,02M400,High School for Environmental Studies,Residential District 11,,68,11,
11424,2,02M400,High School for Environmental Studies,Residential District 12,,41,s,
11425,2,02M400,High School for Environmental Studies,Residential District 13,,40,s,
11426,2,02M400,High School for Environmental Studies,Residential District 14,,42,10,
11427,2,02M400,High School for Environmental Studies,Residential District 15,,88,11,
11428,2,02M400,High School for Environmental Studies,Residential District 16,,12,s,
11429,2,02M400,High School for Environmental Studies,Residential District 17,,16,s,
11430,2,02M400,High School for Environmental Studies,Residential District 18,,7,s,
11431,2,02M400,High School for Environmental Studies,Residential District 19,,24,s,
11432,2,02M400,High School for Environmental Studies,Residential District 20,,8,s,
11433,2,02M400,High School for Environmental Studies,Residential District 21,,6,s,
11434,2,02M400,High School for Environmental Studies,Residential District 22,,14,s,
11435,2,02M400,High School for Environmental Studies,Residential District 23,,8,s,
11436,2,02M400,High School for Environmental Studies,Residential District 24,,65,13,
11437,2,02M400,High School for Environmental Studies,Residential District 25,,s,s,
11438,2,02M400,High School for Environmental Studies,Residential District 26,,s,s,
11439,2,02M400,High School for Environmental Studies,Residential District 27,,24,s,
11440,2,02M400,High School for Environmental Studies,Residential District 28,,s,s,
11441,2,02M400,High School for Environmental Studies,Residential District 29,,s,s,
11442,2,02M400,High School for Environmental Studies,Residential District 30,,97,19,
11443,2,02M400,High School for Environmental Studies,Residential District 31,,s,s,
11444,2,02M400,High School for Environmental Studies,Residential District 32,,18,s,
11445,2,02M400,High School for Environmental Studies,Residential District Unknown,,s,s,
33891,6,06M423,High School for Excellence and Innovation,Residential District 03,,s,s,
33892,6,06M423,High School for Excellence and Innovation,Residential District 04,,s,s,
33893,6,06M423,High School for Excellence and Innovation,Residential District 05,,s,s,
33894,6,06M423,High School for Excellence and Innovation,Residential District 06,,s,s,
33895,6,06M423,High School for Excellence and Innovation,Residential District 09,,s,s,
33896,6,06M423,High School for Excellence and Innovation,Residential District 10,,6,s,
33897,6,06M423,High School for Excellence and Innovation,Residential District 16,,s,s,
33898,6,06M423,High School for Excellence and Innovation,Residential District 17,,s,s,
33899,6,06M423,High School for Excellence and Innovation,Residential District 18,,s,s,
33900,6,06M423,High School for Excellence and Innovation,Residential District 22,,s,s,
33901,6,06M423,High School for Excellence and Innovation,Residential District 23,,s,s,
34261,6,06M468,High School for Health Careers and Sciences,Residential District 01,,s,s,
34262,6,06M468,High School for Health Careers and Sciences,Residential District 02,,11,s,
34263,6,06M468,High School for Health Careers and Sciences,Residential District 03,,16,s,
34264,6,06M468,High School for Health Careers and Sciences,Residential District 04,,23,s,
34265,6,06M468,High School for Health Careers and Sciences,Residential District 05,,53,8,
34266,6,06M468,High School for Health Careers and Sciences,Residential District 06,,174,71,
34267,6,06M468,High School for Health Careers and Sciences,Residential District 07,,23,s,
34268,6,06M468,High School for Health Careers and Sciences,Residential District 08,,35,14,
34269,6,06M468,High School for Health Careers and Sciences,Residential District 09,,106,28,
34270,6,06M468,High School for Health Careers and Sciences,Residential District 10,,119,39,
34271,6,06M468,High School for Health Careers and Sciences,Residential District 11,,40,14,
34272,6,06M468,High School for Health Careers and Sciences,Residential District 12,,28,9,
34273,6,06M468,High School for Health Careers and Sciences,Residential District 13,,s,s,
34274,6,06M468,High School for Health Careers and Sciences,Residential District 14,,s,s,
34275,6,06M468,High School for Health Careers and Sciences,Residential District 15,,s,s,
34276,6,06M468,High School for Health Careers and Sciences,Residential District 16,,s,s,
34277,6,06M468,High School for Health Careers and Sciences,Residential District 17,,7,s,
34278,6,06M468,High School for Health Careers and Sciences,Residential District 18,,s,s,
34279,6,06M468,High School for Health Careers and Sciences,Residential District 19,,12,s,
34280,6,06M468,High School for Health Careers and Sciences,Residential District 20,,s,s,
34281,6,06M468,High School for Health Careers and Sciences,Residential District 21,,s,s,
34282,6,06M468,High School for Health Careers and Sciences,Residential District 23,,s,s,
34283,6,06M468,High School for Health Careers and Sciences,Residential District 24,,7,s,
34284,6,06M468,High School for Health Careers and Sciences,Residential District 25,,s,s,
34285,6,06M468,High School for Health Careers and Sciences,Residential District 27,,7,s,
34286,6,06M468,High School for Health Careers and Sciences,Residential District 28,,s,s,
34287,6,06M468,High School for Health Careers and Sciences,Residential District 29,,6,s,
34288,6,06M468,High School for Health Careers and Sciences,Residential District 30,,11,s,
34289,6,06M468,High School for Health Careers and Sciences,Residential District 31,,s,s,
34290,6,06M468,High School for Health Careers and Sciences,Residential District Unknown,,s,s,
13911,2,02M420,High School for Health Professions and Human Services,Residential District 01,,113,15,
13912,2,02M420,High School for Health Professions and Human Services,Residential District 02,,271,36,
13913,2,02M420,High School for Health Professions and Human Services,Residential District 03,,64,9,
